1 0:0.545 1:0.43 2:0.14 3:0.6870000000000001 4:0.2615 5:0.1405 6:0.25 8:1
0 0:0.55 1:0.435 2:0.14 3:0.7995 4:0.295 5:0.1905 6:0.238 8:1
1 0:0.55 1:0.45 2:0.13 3:0.804 4:0.3375 5:0.1405 6:0.23 8:1
1 0:0.555 1:0.435 2:0.14 3:0.7495000000000001 4:0.341 5:0.1645 6:0.214 9:1
1 0:0.555 1:0.41 2:0.125 3:0.599 4:0.2345 5:0.1465 6:0.194 9:1
1 0:0.555 1:0.4 2:0.13 3:0.7075 4:0.332 5:0.1585 6:0.18 9:1
1 0:0.555 1:0.45 2:0.175 3:0.738 4:0.304 5:0.1755 6:0.22 8:1
1 0:0.555 1:0.455 2:0.135 3:0.837 4:0.382 5:0.171 6:0.235 9:1
1 0:0.5600000000000001 1:0.445 2:0.165 3:0.832 4:0.3455 5:0.179 6:0.279 8:1
0 0:0.5649999999999999 1:0.445 2:0.125 3:0.8305 4:0.3135 5:0.1785 6:0.23 7:1
1 0:0.5649999999999999 1:0.415 2:0.125 3:0.667 4:0.302 5:0.1545 6:0.185 9:1
0 0:0.5649999999999999 1:0.455 2:0.155 3:0.9355 4:0.421 5:0.183 6:0.26 9:1
1 0:0.5649999999999999 1:0.435 2:0.145 3:0.8445 4:0.3975 5:0.158 6:0.255 8:1
1 0:0.5649999999999999 1:0.45 2:0.16 3:0.895 4:0.415 5:0.195 6:0.246 9:1
0 0:0.5649999999999999 1:0.46 2:0.155 3:0.8715000000000001 4:0.3755 5:0.215 6:0.25 8:1
0 0:0.57 1:0.46 2:0.155 3:1.0005 4:0.454 5:0.205 6:0.265 9:1
0 0:0.57 1:0.455 2:0.155 3:0.832 4:0.3585 5:0.174 6:0.277 9:1
1 0:0.57 1:0.44 2:0.175 3:0.9415 4:0.3805 5:0.2285 6:0.283 9:1
0 0:0.57 1:0.415 2:0.13 3:0.88 4:0.4275 5:0.1955 6:0.238 9:1
1 0:0.57 1:0.44 2:0.12 3:0.803 4:0.382 5:0.1525 6:0.234 7:1
1 0:0.575 1:0.45 2:0.13 3:0.785 4:0.318 5:0.193 6:0.2265 9:1
1 0:0.575 1:0.45 2:0.155 3:0.9765 4:0.495 5:0.2145 6:0.235 9:1
0 0:0.575 1:0.435 2:0.135 3:0.992 4:0.432 5:0.2225 6:0.239 9:1
0 0:0.575 1:0.455 2:0.155 3:1.013 4:0.4685 5:0.2085 6:0.295 9:1
0 0:0.575 1:0.445 2:0.145 3:0.876 4:0.3795 5:0.1615 6:0.27 9:1
1 0:0.575 1:0.465 2:0.175 3:1.099 4:0.4735 5:0.202 6:0.35 7:1
0 0:0.575 1:0.45 2:0.135 3:0.8715000000000001 4:0.45 5:0.162 6:0.225 8:1
0 0:0.575 1:0.45 2:0.135 3:0.8245 4:0.3375 5:0.2115 6:0.239 8:1
1 0:0.575 1:0.43 2:0.155 3:0.7955 4:0.3485 5:0.1925 6:0.22 7:1
1 0:0.575 1:0.475 2:0.145 3:0.857 4:0.3665 5:0.173 6:0.269 9:1
1 0:0.58 1:0.45 2:0.195 3:0.8265 4:0.4035 5:0.173 6:0.225 7:1
