0 0:0.425 1:0.335 2:0.095 3:0.322 4:0.1205 5:0.061 6:0.125 7:1
1 0:0.38 1:0.305 2:0.095 3:0.2815 4:0.1255 5:0.0525 6:0.09 7:1
0 0:0.53 1:0.415 2:0.145 3:0.944 4:0.3845 5:0.185 6:0.265 8:1
0 0:0.34 1:0.265 2:0.08500000000000001 3:0.1835 4:0.077 5:0.046 6:0.065 9:1
1 0:0.475 1:0.365 2:0.115 3:0.49 4:0.223 5:0.1235 6:0.1335 8:1
1 0:0.43 1:0.34 2:0.12 3:0.391 4:0.1555 5:0.095 6:0.1405 7:1
0 0:0.46 1:0.365 2:0.125 3:0.467 4:0.1895 5:0.0945 6:0.158 9:1
1 0:0.47 1:0.36 2:0.13 3:0.5225 4:0.198 5:0.1065 6:0.165 8:1
1 0:0.36 1:0.295 2:0.1 3:0.2105 4:0.066 5:0.0525 6:0.075 9:1
1 0:0.355 1:0.265 2:0.09 3:0.168 4:0.05 5:0.041 6:0.063 9:1
1 0:0.38 1:0.235 2:0.1 3:0.258 4:0.1055 5:0.054 6:0.08 9:1
1 0:0.355 1:0.26 2:0.08500000000000001 3:0.1905 4:0.081 5:0.0485 6:0.055 9:1
0 0:0.44 1:0.345 2:0.12 3:0.487 4:0.1965 5:0.108 6:0.16 8:1
0 0:0.51 1:0.4 2:0.13 3:0.5735 4:0.219 5:0.1365 6:0.195 7:1
1 0:0.325 1:0.24 2:0.08500000000000001 3:0.173 4:0.0795 5:0.038 6:0.05 9:1
0 0:0.62 1:0.485 2:0.18 3:1.1785 4:0.4675 5:0.2655 6:0.39 8:1
0 0:0.59 1:0.45 2:0.16 3:0.9 4:0.358 5:0.156 6:0.315 7:1
1 0:0.33 1:0.255 2:0.095 3:0.1875 4:0.0735 5:0.045 6:0.06 9:1
1 0:0.45 1:0.34 2:0.13 3:0.3715 4:0.1605 5:0.0795 6:0.105 9:1
0 0:0.445 1:0.33 2:0.12 3:0.347 4:0.12 5:0.08400000000000001 6:0.105 8:1
1 0:0.33 1:0.215 2:0.075 3:0.1145 4:0.045 5:0.0265 6:0.035 9:1
1 0:0.48 1:0.375 2:0.145 3:0.777 4:0.216 5:0.13 6:0.17 9:1
0 0:0.46 1:0.35 2:0.12 3:0.4885 4:0.193 5:0.105 6:0.155 8:1
1 0:0.475 1:0.36 2:0.125 3:0.447 4:0.1695 5:0.081 6:0.14 7:1
1 0:0.255 1:0.18 2:0.065 3:0.079 4:0.034 5:0.014 6:0.025 9:1
1 0:0.335 1:0.245 2:0.09 3:0.1665 4:0.0595 5:0.04 6:0.06 8:1
0 0:0.47 1:0.35 2:0.13 3:0.466 4:0.1845 5:0.099 6:0.145 8:1
1 0:0.31 1:0.225 2:0.08 3:0.1345 4:0.054 5:0.024 6:0.05 9:1
0 0:0.37 1:0.28 2:0.11 3:0.2305 4:0.0945 5:0.0465 6:0.075 7:1
1 0:0.295 1:0.215 2:0.075 3:0.129 4:0.05 5:0.0295 6:0.04 9:1
0 0:0.555 1:0.435 2:0.165 3:0.97 4:0.336 5:0.2315 6:0.295 7:1
0 0:0.615 1:0.515 2:0.17 3:1.14 4:0.4305 5:0.2245 6:0.42 7:1
0 0:0.58 1:0.49 2:0.195 3:1.3165 4:0.5305 5:0.254 6:0.41 8:1
0 0:0.585 1:0.475 2:0.185 3:0.9585 4:0.4145 5:0.1615 6:0.33 7:1
0 0:0.65 1:0.525 2:0.18 3:1.626 4:0.597 5:0.3445 6:0.53 8:1
0 0:0.535 1:0.45 2:0.17 3:0.781 4:0.3055 5:0.1555 6:0.295 8:1
0 0:0.415 1:0.34 2:0.13 3:0.3675 4:0.146 5:0.0885 6:0.12 7:1
0 0:0.38 1:0.305 2:0.105 3:0.281 4:0.1045 5:0.0615 6:0.09 7:1
0 0:0.45 1:0.355 2:0.12 3:0.412 4:0.1145 5:0.0665 6:0.16 8:1
0 0:0.395 1:0.295 2:0.095 3:0.2245 4:0.078 5:0.054 6:0.08 7:1
0 0:0.455 1:0.35 2:0.12 3:0.4835 4:0.1815 5:0.144 6:0.16 9:1
0 0:0.485 1:0.38 2:0.15 3:0.605 4:0.2155 5:0.14 6:0.18 7:1
0 0:0.55 1:0.425 2:0.155 3:0.9175 4:0.2775 5:0.243 6:0.335 9:1
0 0:0.45 1:0.35 2:0.145 3:0.5425 4:0.1765 5:0.123 6:0.175 7:1
0 0:0.475 1:0.385 2:0.145 3:0.6175 4:0.235 5:0.108 6:0.215 9:1
0 0:0.5 1:0.38 2:0.155 3:0.655 4:0.2405 5:0.143 6:0.205 7:1
0 0:0.53 1:0.41 2:0.165 3:0.8115 4:0.24 5:0.169 6:0.24 7:1
0 0:0.49 1:0.39 2:0.15 3:0.573 4:0.225 5:0.124 6:0.17 9:1
0 0:0.49 1:0.385 2:0.15 3:0.7865 4:0.241 5:0.14 6:0.24 7:1
0 0:0.52 1:0.395 2:0.18 3:0.64 4:0.158 5:0.11 6:0.245 7:1
0 0:0.54 1:0.415 2:0.145 3:0.74 4:0.2635 5:0.168 6:0.245 9:1
0 0:0.5 1:0.375 2:0.115 3:0.5945 4:0.185 5:0.148 6:0.19 7:1
0 0:0.45 1:0.38 2:0.165 3:0.8165 4:0.25 5:0.1915 6:0.265 7:1
1 0:0.37 1:0.275 2:0.1 3:0.2225 4:0.093 5:0.026 6:0.08 7:1
1 0:0.37 1:0.275 2:0.1 3:0.2295 4:0.0885 5:0.0465 6:0.07000000000000001 8:1
0 0:0.485 1:0.37 2:0.14 3:0.5725 4:0.204 5:0.1415 6:0.175 9:1
1 0:0.435 1:0.325 2:0.115 3:0.3915 4:0.154 5:0.094 6:0.12 7:1
0 0:0.535 1:0.405 2:0.185 3:0.8345 4:0.3175 5:0.1725 6:0.29 9:1
0 0:0.51 1:0.4 2:0.14 3:0.6515 4:0.2455 5:0.1665 6:0.185 9:1
0 0:0.5649999999999999 1:0.44 2:0.185 3:0.909 4:0.344 5:0.2325 6:0.255 9:1
0 0:0.535 1:0.4 2:0.15 3:0.8045 4:0.3345 5:0.2125 6:0.21 7:1
0 0:0.535 1:0.405 2:0.125 3:0.927 4:0.26 5:0.1425 6:0.345 7:1
0 0:0.525 1:0.4 2:0.17 3:0.7305 4:0.279 5:0.2055 6:0.195 9:1
0 0:0.59 1:0.44 2:0.15 3:0.9555 4:0.366 5:0.2425 6:0.295 9:1
0 0:0.5 1:0.375 2:0.15 3:0.636 4:0.2535 5:0.145 6:0.19 9:1
1 0:0.255 1:0.19 2:0.075 3:0.08649999999999999 4:0.0345 5:0.0205 6:0.025 8:1
0 0:0.43 1:0.325 2:0.115 3:0.3865 4:0.1475 5:0.1065 6:0.11 7:1
1 0:0.38 1:0.29 2:0.12 3:0.283 4:0.1175 5:0.0655 6:0.08500000000000001 9:1
1 0:0.165 1:0.11 2:0.02 3:0.019 4:0.0065 5:0.0025 6:0.005 8:1
1 0:0.315 1:0.23 2:0.09 3:0.1285 4:0.043 5:0.04 6:0.04 8:1
1 0:0.155 1:0.105 2:0.05 3:0.0175 4:0.005 5:0.0035 6:0.005 8:1
1 0:0.28 1:0.205 2:0.1 3:0.1165 4:0.0545 5:0.0285 6:0.03 9:1
0 0:0.43 1:0.335 2:0.12 3:0.444 4:0.155 5:0.1145 6:0.14 7:1
0 0:0.395 1:0.315 2:0.105 3:0.3515 4:0.1185 5:0.091 6:0.1195 7:1
0 0:0.385 1:0.285 2:0.105 3:0.2905 4:0.1215 5:0.06850000000000001 6:0.08749999999999999 9:1
0 0:0.48 1:0.385 2:0.135 3:0.536 4:0.1895 5:0.142 6:0.173 7:1
1 0:0.445 1:0.33 2:0.105 3:0.4525 4:0.18 5:0.103 6:0.123 7:1
0 0:0.395 1:0.295 2:0.115 3:0.316 4:0.1205 5:0.0595 6:0.1105 9:1
1 0:0.4 1:0.3 2:0.125 3:0.417 4:0.191 5:0.09 6:0.1175 9:1
0 0:0.415 1:0.325 2:0.14 3:0.417 4:0.1535 5:0.1015 6:0.144 9:1
0 0:0.315 1:0.25 2:0.09 3:0.203 4:0.0615 5:0.037 6:0.0795 9:1
0 0:0.345 1:0.26 2:0.09 3:0.207 4:0.0775 5:0.0435 6:0.0765 7:1
0 0:0.36 1:0.295 2:0.13 3:0.2765 4:0.0895 5:0.057 6:0.1005 9:1
1 0:0.295 1:0.225 2:0.09 3:0.1105 4:0.0405 5:0.0245 6:0.032 8:1
1 0:0.325 1:0.25 2:0.08 3:0.176 4:0.0595 5:0.0355 6:0.063 8:1
0 0:0.375 1:0.3 2:0.1 3:0.2465 4:0.104 5:0.0475 6:0.083 9:1
1 0:0.28 1:0.205 2:0.055 3:0.1135 4:0.045 5:0.0275 6:0.0335 8:1
1 0:0.355 1:0.265 2:0.08500000000000001 3:0.201 4:0.06900000000000001 5:0.053 6:0.06950000000000001 9:1
1 0:0.35 1:0.255 2:0.08 3:0.1915 4:0.08 5:0.0385 6:0.063 9:1
1 0:0.275 1:0.2 2:0.065 3:0.1035 4:0.0475 5:0.0205 6:0.03 8:1
1 0:0.29 1:0.205 2:0.07000000000000001 3:0.0975 4:0.036 5:0.019 6:0.035 8:1
1 0:0.25 1:0.19 2:0.06 3:0.0765 4:0.036 5:0.0115 6:0.0245 8:1
1 0:0.18 1:0.125 2:0.035 3:0.0265 4:0.0095 5:0.0055 6:0.008500000000000001 8:1
1 0:0.15 1:0.1 2:0.025 3:0.015 4:0.0045 5:0.004 6:0.005 8:1
1 0:0.16 1:0.11 2:0.025 3:0.018 4:0.0065 5:0.0055 6:0.005 8:1
0 0:0.555 1:0.455 2:0.16 3:1.0575 4:0.3925 5:0.228 6:0.293 9:1
0 0:0.555 1:0.44 2:0.15 3:1.092 4:0.416 5:0.212 6:0.4405 9:1
0 0:0.525 1:0.41 2:0.13 3:0.99 4:0.3865 5:0.243 6:0.295 9:1
0 0:0.465 1:0.36 2:0.08 3:0.488 4:0.191 5:0.125 6:0.155 9:1
0 0:0.49 1:0.36 2:0.11 3:0.5004999999999999 4:0.161 5:0.107 6:0.195 7:1
0 0:0.4 1:0.305 2:0.08500000000000001 3:0.297 4:0.108 5:0.07049999999999999 6:0.1 9:1
0 0:0.48 1:0.375 2:0.105 3:0.525 4:0.2185 5:0.1195 6:0.155 7:1
0 0:0.505 1:0.4 2:0.125 3:0.77 4:0.2735 5:0.159 6:0.255 9:1
0 0:0.52 1:0.4 2:0.12 3:0.6515 4:0.261 5:0.2015 6:0.165 7:1
0 0:0.525 1:0.4 2:0.13 3:0.8295 4:0.2405 5:0.1825 6:0.275 9:1
0 0:0.545 1:0.42 2:0.13 3:0.879 4:0.374 5:0.1695 6:0.23 9:1
0 0:0.52 1:0.4 2:0.12 3:0.823 4:0.298 5:0.1805 6:0.265 9:1
0 0:0.505 1:0.38 2:0.13 3:0.656 4:0.227 5:0.1785 6:0.22 9:1
0 0:0.525 1:0.425 2:0.12 3:0.8665 4:0.2825 5:0.176 6:0.29 9:1
0 0:0.51 1:0.39 2:0.125 3:0.6565 4:0.262 5:0.1835 6:0.175 9:1
0 0:0.52 1:0.385 2:0.115 3:0.669 4:0.2385 5:0.172 6:0.205 9:1
0 0:0.52 1:0.405 2:0.125 3:0.6435 4:0.2415 5:0.1735 6:0.21 7:1
0 0:0.535 1:0.41 2:0.135 3:0.862 4:0.2855 5:0.1525 6:0.32 9:1
0 0:0.445 1:0.345 2:0.09 3:0.3795 4:0.143 5:0.074 6:0.125 9:1
0 0:0.53 1:0.44 2:0.205 3:0.835 4:0.32 5:0.2175 6:0.245 9:1
1 0:0.36 1:0.265 2:0.09 3:0.2065 4:0.078 5:0.057 6:0.06 7:1
0 0:0.535 1:0.42 2:0.15 3:0.7365 4:0.2785 5:0.186 6:0.215 7:1
0 0:0.52 1:0.405 2:0.14 3:0.8175 4:0.2795 5:0.183 6:0.26 7:1
0 0:0.53 1:0.415 2:0.13 3:0.8425 4:0.275 5:0.1945 6:0.265 9:1
0 0:0.53 1:0.42 2:0.13 3:1.001 4:0.34 5:0.226 6:0.265 7:1
0 0:0.66 1:0.52 2:0.2 3:1.676 4:0.673 5:0.4805 6:0.45 7:1
1 0:0.52 1:0.385 2:0.14 3:0.6595 4:0.2485 5:0.2035 6:0.16 9:1
0 0:0.535 1:0.42 2:0.13 3:0.8055 4:0.301 5:0.181 6:0.28 9:1
0 0:0.695 1:0.515 2:0.175 3:1.5165 4:0.578 5:0.4105 6:0.39 9:1
0 0:0.51 1:0.39 2:0.105 3:0.612 4:0.187 5:0.15 6:0.195 7:1
0 0:0.485 1:0.355 2:0.12 3:0.547 4:0.215 5:0.1615 6:0.14 9:1
0 0:0.605 1:0.46 2:0.17 3:1.122 4:0.347 5:0.3045 6:0.315 7:1
0 0:0.58 1:0.455 2:0.165 3:1.1365 4:0.369 5:0.3005 6:0.275 7:1
0 0:0.65 1:0.515 2:0.175 3:1.4805 4:0.5295 5:0.272 6:0.525 9:1
0 0:0.62 1:0.505 2:0.185 3:1.5275 4:0.6899999999999999 5:0.368 6:0.35 9:1
0 0:0.615 1:0.525 2:0.155 3:1.1375 4:0.367 5:0.236 6:0.37 9:1
0 0:0.605 1:0.495 2:0.19 3:1.437 4:0.469 5:0.2655 6:0.41 7:1
0 0:0.57 1:0.44 2:0.155 3:1.116 4:0.4775 5:0.2315 6:0.27 9:1
0 0:0.57 1:0.43 2:0.12 3:1.0615 4:0.348 5:0.167 6:0.31 9:1
0 0:0.585 1:0.405 2:0.15 3:1.2565 4:0.435 5:0.202 6:0.325 9:1
0 0:0.55 1:0.44 2:0.155 3:0.946 4:0.313 5:0.1825 6:0.335 7:1
0 0:0.54 1:0.44 2:0.135 3:0.959 4:0.2385 5:0.221 6:0.3 7:1
0 0:0.64 1:0.51 2:0.19 3:1.613 4:0.6215000000000001 5:0.361 6:0.47 9:1
0 0:0.61 1:0.47 2:0.145 3:1.153 4:0.403 5:0.296 6:0.32 7:1
0 0:0.545 1:0.45 2:0.15 3:0.978 4:0.3365 5:0.1905 6:0.3 9:1
0 0:0.59 1:0.445 2:0.13 3:1.1325 4:0.3825 5:0.234 6:0.32 7:1
1 0:0.345 1:0.27 2:0.095 3:0.197 4:0.0665 5:0.05 6:0.07000000000000001 9:1
0 0:0.55 1:0.43 2:0.155 3:0.785 4:0.289 5:0.227 6:0.233 7:1
0 0:0.53 1:0.425 2:0.17 3:0.949 4:0.3485 5:0.2395 6:0.278 7:1
0 0:0.53 1:0.455 2:0.165 3:0.9805 4:0.3155 5:0.2815 6:0.2965 7:1
1 0:0.485 1:0.375 2:0.14 3:0.521 4:0.2 5:0.123 6:0.17 8:1
1 0:0.385 1:0.275 2:0.115 3:0.2685 4:0.0975 5:0.0825 6:0.08500000000000001 9:1
1 0:0.455 1:0.34 2:0.135 3:0.462 4:0.1675 5:0.158 6:0.12 9:1
0 0:0.49 1:0.38 2:0.14 3:0.7605 4:0.245 5:0.167 6:0.185 9:1
0 0:0.53 1:0.41 2:0.165 3:0.732 4:0.189 5:0.17 6:0.31 9:1
0 0:0.505 1:0.385 2:0.145 3:0.6775 4:0.236 5:0.179 6:0.2 9:1
0 0:0.49 1:0.38 2:0.14 3:0.6385 4:0.2305 5:0.142 6:0.195 9:1
0 0:0.465 1:0.35 2:0.14 3:0.5755 4:0.2015 5:0.1505 6:0.19 9:1
0 0:0.47 1:0.36 2:0.145 3:0.537 4:0.1725 5:0.1375 6:0.195 7:1
0 0:0.5600000000000001 1:0.41 2:0.165 3:0.93 4:0.3505 5:0.237 6:0.3 9:1
0 0:0.505 1:0.385 2:0.15 3:0.6415 4:0.246 5:0.152 6:0.215 9:1
0 0:0.515 1:0.435 2:0.145 3:0.8815 4:0.292 5:0.206 6:0.255 9:1
1 0:0.385 1:0.28 2:0.125 3:0.244 4:0.102 5:0.038 6:0.08500000000000001 8:1
1 0:0.215 1:0.155 2:0.06 3:0.0525 4:0.021 5:0.0165 6:0.015 8:1
0 0:0.55 1:0.415 2:0.175 3:1.042 4:0.3295 5:0.2325 6:0.2905 9:1
1 0:0.515 1:0.39 2:0.13 3:0.5755 4:0.1975 5:0.13 6:0.1845 7:1
0 0:0.495 1:0.385 2:0.135 3:0.709 4:0.211 5:0.1375 6:0.262 9:1
1 0:0.505 1:0.39 2:0.16 3:0.644 4:0.2475 5:0.2025 6:0.1635 7:1
0 0:0.6 1:0.465 2:0.165 3:0.8875 4:0.309 5:0.246 6:0.262 7:1
0 0:0.57 1:0.465 2:0.16 3:0.8935 4:0.3145 5:0.2575 6:0.263 7:1
0 0:0.485 1:0.375 2:0.135 3:0.556 4:0.1925 5:0.1315 6:0.1685 7:1
1 0:0.47 1:0.37 2:0.18 3:0.51 4:0.1915 5:0.1285 6:0.1625 9:1
0 0:0.575 1:0.45 2:0.165 3:0.9215 4:0.3275 5:0.225 6:0.256 9:1
0 0:0.58 1:0.465 2:0.16 3:1.0345 4:0.315 5:0.26 6:0.3635 9:1
0 0:0.515 1:0.405 2:0.145 3:0.695 4:0.215 5:0.1635 6:0.234 9:1
0 0:0.53 1:0.41 2:0.155 3:0.7155 4:0.2805 5:0.1685 6:0.214 9:1
1 0:0.44 1:0.335 2:0.11 3:0.394 4:0.157 5:0.096 6:0.122 9:1
0 0:0.52 1:0.42 2:0.16 3:0.745 4:0.255 5:0.157 6:0.2885 9:1
0 0:0.425 1:0.345 2:0.11 3:0.3665 4:0.125 5:0.081 6:0.117 7:1
0 0:0.46 1:0.34 2:0.135 3:0.495 4:0.1655 5:0.117 6:0.185 9:1
0 0:0.45 1:0.335 2:0.125 3:0.349 4:0.119 5:0.1055 6:0.115 9:1
1 0:0.425 1:0.33 2:0.13 3:0.4405 4:0.152 5:0.0935 6:0.155 9:1
1 0:0.37 1:0.275 2:0.1 3:0.22 4:0.094 5:0.045 6:0.065 8:1
0 0:0.515 1:0.38 2:0.135 3:0.6615 4:0.2875 5:0.2095 6:0.155 9:1
1 0:0.405 1:0.305 2:0.12 3:0.3185 4:0.1235 5:0.0905 6:0.095 9:1
1 0:0.28 1:0.205 2:0.07000000000000001 3:0.1015 4:0.041 5:0.03 6:0.03 8:1
0 0:0.48 1:0.4 2:0.125 3:0.759 4:0.2125 5:0.179 6:0.24 7:1
0 0:0.44 1:0.34 2:0.13 3:0.4195 4:0.153 5:0.1155 6:0.13 7:1
0 0:0.52 1:0.41 2:0.115 3:0.8070000000000001 4:0.2855 5:0.179 6:0.235 7:1
0 0:0.505 1:0.405 2:0.14 3:0.875 4:0.2665 5:0.174 6:0.285 9:1
0 0:0.49 1:0.365 2:0.13 3:0.6835 4:0.165 5:0.1315 6:0.205 7:1
1 0:0.235 1:0.175 2:0.055 3:0.067 4:0.027 5:0.0125 6:0.018 8:1
1 0:0.255 1:0.185 2:0.06 3:0.08799999999999999 4:0.0365 5:0.021 6:0.023 8:1
1 0:0.315 1:0.24 2:0.08500000000000001 3:0.1715 4:0.07099999999999999 5:0.0345 6:0.0535 8:1
1 0:0.325 1:0.25 2:0.08 3:0.1735 4:0.0765 5:0.0345 6:0.049 8:1
1 0:0.335 1:0.25 2:0.08 3:0.183 4:0.0735 5:0.04 6:0.0575 8:1
1 0:0.35 1:0.27 2:0.09 3:0.2055 4:0.075 5:0.0575 6:0.062 8:1
1 0:0.35 1:0.25 2:0.07000000000000001 3:0.18 4:0.0655 5:0.048 6:0.054 8:1
1 0:0.36 1:0.3 2:0.08500000000000001 3:0.27 4:0.1185 5:0.064 6:0.0745 8:1
1 0:0.365 1:0.275 2:0.135 3:0.24 4:0.108 5:0.0445 6:0.0735 8:1
1 0:0.37 1:0.275 2:0.14 3:0.2215 4:0.097 5:0.0455 6:0.0615 8:1
1 0:0.38 1:0.275 2:0.095 3:0.1375 4:0.08599999999999999 5:0.0585 6:0.0605 8:1
1 0:0.385 1:0.29 2:0.095 3:0.312 4:0.143 5:0.0635 6:0.08599999999999999 8:1
1 0:0.385 1:0.3 2:0.1 3:0.2895 4:0.1215 5:0.063 6:0.09 8:1
1 0:0.395 1:0.29 2:0.095 3:0.319 4:0.138 5:0.08 6:0.082 8:1
1 0:0.395 1:0.29 2:0.095 3:0.304 4:0.127 5:0.08400000000000001 6:0.077 8:1
1 0:0.4 1:0.31 2:0.1 3:0.306 4:0.13 5:0.06 6:0.094 8:1
1 0:0.41 1:0.325 2:0.1 3:0.394 4:0.208 5:0.0655 6:0.106 8:1
1 0:0.415 1:0.32 2:0.11 3:0.3735 4:0.175 5:0.0755 6:0.109 8:1
1 0:0.415 1:0.305 2:0.1 3:0.325 4:0.156 5:0.0505 6:0.091 9:1
1 0:0.425 1:0.325 2:0.1 3:0.398 4:0.1185 5:0.0645 6:0.0945 8:1
1 0:0.44 1:0.365 2:0.115 3:0.501 4:0.2435 5:0.08400000000000001 6:0.1465 8:1
1 0:0.445 1:0.335 2:0.1 3:0.4895 4:0.2745 5:0.08599999999999999 6:0.1105 8:1
1 0:0.445 1:0.325 2:0.1 3:0.378 4:0.1795 5:0.1 6:0.089 8:1
1 0:0.45 1:0.35 2:0.13 3:0.547 4:0.245 5:0.1405 6:0.1405 8:1
1 0:0.47 1:0.375 2:0.12 3:0.5805 4:0.266 5:0.0935 6:0.169 9:1
1 0:0.475 1:0.365 2:0.125 3:0.5465 4:0.229 5:0.1185 6:0.172 8:1
1 0:0.48 1:0.365 2:0.135 3:0.6395 4:0.2945 5:0.113 6:0.175 7:1
