0 0:0.134328 1:0.0420168 2:-0.831858 3:-0.63733 4:-0.699395 5:-0.735352 6:-0.704036 7:-1 8:-1 9:1 
1 0:-0.179104 1:-0.294118 2:-0.840708 3:-0.841686 4:-0.867518 5:-0.873601 6:-0.863478 7:-1 8:-1 9:1 
1 0:0.358209 1:0.226891 2:-0.761062 3:-0.52187 4:-0.656355 5:-0.628703 6:-0.584454 7:1 8:-1 9:-1 
0 0:0.0895522 1:0.0420168 2:-0.778761 3:-0.635913 4:-0.7115 5:-0.701119 6:-0.694071 7:-1 8:-1 9:1 
1 0:-0.238806 1:-0.327731 2:-0.858407 3:-0.856207 4:-0.880968 5:-0.897301 6:-0.893373 7:-1 8:1 9:-1 
1 0:0.0447761 1:-0.176471 2:-0.831858 3:-0.752435 4:-0.811701 5:-0.797235 6:-0.763827 7:-1 8:1 9:-1 
0 0:0.358209 1:0.210084 2:-0.734513 3:-0.450682 4:-0.682582 5:-0.628703 6:-0.345291 7:1 8:-1 9:-1 
0 0:0.402985 1:0.243697 2:-0.778761 3:-0.457411 4:-0.605918 5:-0.607637 6:-0.484803 7:1 8:-1 9:-1 
1 0:0.19403 1:0.0588235 2:-0.778761 3:-0.640517 4:-0.710155 5:-0.705069 6:-0.674141 7:-1 8:-1 9:1 
0 0:0.41791 1:0.294118 2:-0.734513 3:-0.367806 4:-0.578346 5:-0.603687 6:-0.365222 7:1 8:-1 9:-1 
0 0:0.343284 1:0.092437 2:-0.752212 3:-0.571808 4:-0.740417 5:-0.612903 6:-0.584454 7:1 8:-1 9:-1 
0 0:0.0597015 1:-0.00840336 2:-0.80531 3:-0.71383 4:-0.776059 5:-0.788018 6:-0.733931 7:-1 8:-1 9:1 
0 0:0.238806 1:0.092437 2:-0.761062 3:-0.61785 4:-0.70881 5:-0.751152 6:-0.624315 7:-1 8:-1 9:1 
0 0:0.373134 1:0.176471 2:-0.743363 3:-0.516557 4:-0.634835 5:-0.55102 6:-0.59442 7:1 8:-1 9:-1 
0 0:0.179104 1:0.00840336 2:-0.823009 3:-0.664601 4:-0.776059 5:-0.789335 6:-0.63428 7:1 8:-1 9:-1 
0 0:0.268657 1:0.159664 2:-0.769912 3:-0.530724 4:-0.654338 5:-0.651086 6:-0.524664 7:-1 8:-1 9:1 
1 0:-0.164179 1:-0.243697 2:-0.849558 3:-0.795644 4:-0.873571 5:-0.897301 6:-0.773792 7:-1 8:1 9:-1 
0 0:0.0895522 1:-0.0420168 2:-0.823009 3:-0.681955 4:-0.748487 5:-0.772219 6:-0.743896 7:1 8:-1 9:-1 
1 0:-0.134328 1:-0.193277 2:-0.858407 3:-0.820436 4:-0.870881 5:-0.888084 6:-0.803687 7:-1 8:-1 9:1 
1 0:0.119403 1:-0.109244 2:-0.823009 3:-0.731539 4:-0.772024 5:-0.803818 6:-0.773792 7:-1 8:-1 9:1 
0 0:-0.164179 1:-0.243697 2:-0.831858 3:-0.827519 4:-0.872898 5:-0.838051 6:-0.853513 7:-1 8:-1 9:1 
0 0:-0.0895522 1:-0.260504 2:-0.823009 3:-0.841686 4:-0.893746 5:-0.872284 6:-0.833582 7:-1 8:1 9:-1 
0 0:0.462687 1:0.294118 2:-0.725664 3:-0.335931 4:-0.426362 5:-0.437788 6:-0.464873 7:1 8:-1 9:-1 
1 0:0.41791 1:0.210084 2:-0.761062 3:-0.460599 4:-0.573638 5:-0.448321 6:-0.604385 7:1 8:-1 9:-1 
0 0:0.61194 1:0.428571 2:-0.707965 3:-0.178679 4:-0.311365 5:-0.20869 6:-0.395117 7:1 8:-1 9:-1 
0 0:0.447761 1:0.294118 2:-0.752212 3:-0.343722 4:-0.486886 5:-0.506254 6:-0.405082 7:1 8:-1 9:-1 
0 0:0.507463 1:0.327731 2:-0.672566 3:-0.296264 4:-0.470746 5:-0.285056 6:-0.434978 7:1 8:-1 9:-1 
0 0:0.537313 1:0.310924 2:-0.752212 3:-0.341951 4:-0.522529 5:-0.385122 6:-0.444943 7:-1 8:-1 9:1 
0 0:0.58209 1:0.411765 2:-0.681416 3:-0.338056 4:-0.471419 5:-0.424621 6:-0.415047 7:-1 8:-1 9:1 
0 0:0.492537 1:0.243697 2:-0.752212 3:-0.389764 4:-0.472764 5:-0.403555 6:-0.604385 7:-1 8:-1 9:1 
0 0:0.507463 1:0.394958 2:-0.707965 3:-0.294847 4:-0.472091 5:-0.364055 6:-0.345291 7:-1 8:-1 9:1 
0 0:0.80597 1:0.697479 2:-0.707965 3:0.159554 4:-0.186954 5:-0.262673 6:-0.0861983 7:1 8:-1 9:-1 
0 0:0.761194 1:0.579832 2:-0.707965 3:-0.0536568 4:-0.259583 5:-0.0599078 6:-0.305431 7:-1 8:-1 9:1 
0 0:0.80597 1:0.663866 2:-0.690265 3:0.27218 4:0.0948218 5:0.0322581 6:-0.0961634 7:1 8:-1 9:-1 
0 0:0.880597 1:0.663866 2:-0.646018 3:0.209492 4:-0.149966 5:0.082291 6:-0.0264076 7:1 8:-1 9:-1 
1 0:0.164179 1:0.00840336 2:-0.814159 3:-0.661767 4:-0.696032 5:-0.674786 6:-0.753861 7:-1 8:-1 9:1 
0 0:0.38806 1:0.411765 2:-0.725664 3:-0.139366 4:-0.287828 5:-0.191573 6:-0.325361 7:1 8:-1 9:-1 
1 0:0.119403 1:0.00840336 2:-0.814159 3:-0.631309 4:-0.682582 5:-0.694536 6:-0.714001 7:1 8:-1 9:-1 
0 0:0.492537 1:0.310924 2:-0.761062 3:-0.375952 4:-0.488904 5:-0.465438 6:-0.484803 7:1 8:-1 9:-1 
1 0:-0.164179 1:-0.210084 2:-0.840708 3:-0.769435 4:-0.821116 5:-0.774852 6:-0.823617 7:-1 8:-1 9:1 
1 0:0.119403 1:-0.0588235 2:-0.814159 3:-0.700372 4:-0.750504 5:-0.761685 6:-0.773792 7:1 8:-1 9:-1 
0 0:0.41791 1:0.243697 2:-0.761062 3:-0.398265 4:-0.514459 5:-0.485188 6:-0.464873 7:1 8:-1 9:-1 
1 0:-0.507463 1:-0.596639 2:-0.920354 3:-0.951833 4:-0.958978 5:-0.939434 6:-0.963129 7:-1 8:1 9:-1 
1 0:-0.61194 1:-0.680672 2:-0.902655 3:-0.971666 4:-0.967048 5:-0.961817 6:-0.979073 7:-1 8:1 9:-1 
1 0:-0.597015 1:-0.680672 2:-0.911504 3:-0.971666 4:-0.977808 5:-0.9684 6:-0.973094 7:-1 8:1 9:-1 
1 0:-0.0597015 1:-0.193277 2:-0.831858 3:-0.857624 4:-0.883658 5:-0.882818 6:-0.853513 7:-1 8:1 9:-1 
1 0:0.179104 1:0.0588235 2:-0.787611 3:-0.590933 4:-0.607263 5:-0.403555 6:-0.723966 7:-1 8:-1 9:1 
1 0:0.149254 1:0.0756303 2:-0.787611 3:-0.675226 4:-0.762609 5:-0.711652 6:-0.704036 7:1 8:-1 9:-1 
1 0:-0.253731 1:-0.361345 2:-0.876106 3:-0.887374 4:-0.899798 5:-0.934167 6:-0.913303 7:-1 8:1 9:-1 
1 0:0.343284 1:0.243697 2:-0.716814 3:-0.409598 4:-0.524546 5:-0.439105 6:-0.514699 7:1 8:-1 9:-1 
1 0:0.328358 1:0.193277 2:-0.787611 3:-0.579954 4:-0.680565 5:-0.709019 6:-0.624315 7:-1 8:1 9:-1 
1 0:-0.0298507 1:-0.109244 2:-0.831858 3:-0.786789 4:-0.821789 5:-0.843318 6:-0.803687 7:-1 8:-1 9:1 
0 0:0.223881 1:0.0252101 2:-0.769912 3:-0.61785 4:-0.65232 5:-0.748519 6:-0.684106 7:-1 8:-1 9:1 
0 0:0.179104 1:0.0252101 2:-0.787611 3:-0.663184 4:-0.718225 5:-0.723502 6:-0.704036 7:1 8:-1 9:-1 
1 0:-0.0149254 1:-0.142857 2:-0.823009 3:-0.728706 4:-0.768662 5:-0.760369 6:-0.783757 7:-1 8:-1 9:1 
1 0:0.268657 1:0.159664 2:-0.752212 3:-0.532849 4:-0.656355 5:-0.539171 6:-0.564524 7:1 8:-1 9:-1 
1 0:0.104478 1:-0.00840336 2:-0.787611 3:-0.687976 4:-0.743107 5:-0.749835 6:-0.733931 7:-1 8:-1 9:1 
1 0:0.179104 1:0.109244 2:-0.761062 3:-0.58385 4:-0.629455 5:-0.685319 6:-0.664175 7:-1 8:-1 9:1 
1 0:-0.492537 1:-0.546218 2:-0.893805 3:-0.940499 4:-0.944855 5:-0.96445 6:-0.953164 7:-1 8:1 9:-1 
1 0:0.283582 1:0.159664 2:-0.778761 3:-0.588454 4:-0.670477 5:-0.658986 6:-0.65421 7:1 8:-1 9:-1 
1 0:0.119403 1:-0.0252101 2:-0.814159 3:-0.709934 4:-0.759247 5:-0.705069 6:-0.733931 7:-1 8:-1 9:1 
1 0:0.283582 1:0.176471 2:-0.80531 3:-0.558704 4:-0.591123 5:-0.579987 6:-0.65421 7:-1 8:-1 9:1 
0 0:0.358209 1:0.193277 2:-0.769912 3:-0.508057 4:-0.595158 5:-0.491771 6:-0.604385 7:1 8:-1 9:-1 
1 0:0.0447761 1:-0.092437 2:-0.831858 3:-0.73331 4:-0.772024 5:-0.790652 6:-0.803687 7:-1 8:-1 9:1 
1 0:0.328358 1:0.159664 2:-0.787611 3:-0.590579 4:-0.686617 5:-0.655036 6:-0.63428 7:-1 8:-1 9:1 
1 0:0.19403 1:0.00840336 2:-0.787611 3:-0.661413 4:-0.686617 5:-0.734036 6:-0.733931 7:-1 8:-1 9:1 
0 0:0.462687 1:0.294118 2:-0.716814 3:-0.353285 4:-0.525219 5:-0.491771 6:-0.365222 7:1 8:-1 9:-1 
0 0:0.552239 1:0.478992 2:-0.672566 3:-0.0911989 4:-0.441829 5:-0.411455 6:-0.0363727 7:1 8:-1 9:-1 
0 0:0.19403 1:0.12605 2:-0.787611 3:-0.625642 4:-0.71419 5:-0.697169 6:-0.664175 7:1 8:-1 9:-1 
1 0:-0.298507 1:-0.394958 2:-0.876106 3:-0.894457 4:-0.916611 5:-0.894668 6:-0.913303 7:-1 8:1 9:-1 
0 0:0.432836 1:0.243697 2:-0.769912 3:-0.458474 4:-0.646268 5:-0.55892 6:-0.454908 7:-1 8:-1 9:1 
1 0:-0.0298507 1:-0.109244 2:-0.80531 3:-0.751372 4:-0.812374 5:-0.741935 6:-0.803687 7:1 8:-1 9:-1 
0 0:0.552239 1:0.411765 2:-0.699115 3:-0.118116 4:-0.35575 5:-0.408822 6:-0.155954 7:1 8:-1 9:-1 
0 0:0.477612 1:0.428571 2:-0.690265 3:-0.162033 4:-0.36382 5:-0.314022 6:-0.24564 7:-1 8:-1 9:1 
0 0:0.58209 1:0.327731 2:-0.654867 3:-0.223659 4:-0.354405 5:-0.238973 6:-0.375187 7:1 8:-1 9:-1 
0 0:0.567164 1:0.411765 2:-0.734513 3:-0.287763 4:-0.406187 5:-0.419355 6:-0.444943 7:1 8:-1 9:-1 
1 0:0.552239 1:0.411765 2:-0.752212 3:-0.332743 4:-0.513786 5:-0.503621 6:-0.375187 7:-1 8:-1 9:1 
0 0:0.567164 1:0.394958 2:-0.734513 3:-0.348327 4:-0.513114 5:-0.490454 6:-0.395117 7:1 8:-1 9:-1 
0 0:0.432836 1:0.243697 2:-0.752212 3:-0.443244 4:-0.622058 5:-0.581303 6:-0.434978 7:1 8:-1 9:-1 
0 0:0.61194 1:0.411765 2:-0.699115 3:-0.220471 4:-0.369872 5:-0.381172 6:-0.315396 7:1 8:-1 9:-1 
1 0:0.492537 1:0.310924 2:-0.752212 3:-0.334868 4:-0.484196 5:-0.337722 6:-0.434978 7:1 8:-1 9:-1 
0 0:0.626866 1:0.529412 2:-0.690265 3:0.142554 4:-0.314728 5:-0.495721 6:0.342302 7:-1 8:-1 9:1 
0 0:0.328358 1:0.243697 2:-0.707965 3:-0.301222 4:-0.468729 5:-0.408822 6:-0.365222 7:1 8:-1 9:-1 
0 0:0.552239 1:0.411765 2:-0.716814 3:-0.0681778 4:-0.452589 5:-0.385122 6:0.152965 7:-1 8:-1 9:1 
0 0:0.507463 1:0.327731 2:-0.752212 3:-0.283868 4:-0.490249 5:-0.432521 6:-0.285501 7:-1 8:-1 9:1 
0 0:0.477612 1:0.378151 2:-0.681416 3:-0.0841155 4:-0.545393 5:-0.415405 6:-0.126059 7:1 8:-1 9:-1 
0 0:0.641791 1:0.378151 2:-0.752212 3:-0.15495 4:-0.352387 5:-0.461488 6:-0.20578 7:-1 8:-1 9:1 
0 0:0.447761 1:0.294118 2:-0.716814 3:-0.389056 4:-0.556826 5:-0.454905 6:-0.484803 7:-1 8:-1 9:1 
1 0:0.149254 1:0.00840336 2:-0.769912 3:-0.635205 4:-0.704775 5:-0.701119 6:-0.674141 7:1 8:-1 9:-1 
0 0:0.492537 1:0.327731 2:-0.716814 3:-0.309014 4:-0.579691 5:-0.393022 6:-0.345291 7:1 8:-1 9:-1 
0 0:0.462687 1:0.243697 2:-0.761062 3:-0.426598 4:-0.542703 5:-0.560237 6:-0.494768 7:-1 8:-1 9:1 
0 0:0.432836 1:0.294118 2:-0.734513 3:-0.466619 4:-0.588433 5:-0.599737 6:-0.484803 7:-1 8:-1 9:1 
0 0:0.552239 1:0.378151 2:-0.690265 3:-0.211617 4:-0.461332 5:-0.332456 6:-0.22571 7:-1 8:-1 9:1 
0 0:0.641791 1:0.478992 2:-0.707965 3:-0.107491 4:-0.319435 5:-0.163924 6:-0.22571 7:1 8:-1 9:-1 
0 0:0.850746 1:0.697479 2:-0.663717 3:0.0568443 4:-0.210491 5:-0.0994075 6:-0.0363727 7:-1 8:-1 9:1 
0 0:0.761194 1:0.613445 2:-0.654867 3:0.136179 4:-0.227303 5:0.0204082 6:-0.0463378 7:-1 8:-1 9:1 
1 0:0.373134 1:0.277311 2:-0.734513 3:-0.48787 4:-0.639543 5:-0.636603 6:-0.504733 7:-1 8:-1 9:1 
1 0:0.179104 1:0.0756303 2:-0.769912 3:-0.630954 4:-0.713517 5:-0.65372 6:-0.714001 7:-1 8:-1 9:1 
1 0:0.179104 1:0.0588235 2:-0.769912 3:-0.631309 4:-0.731002 5:-0.651086 6:-0.674141 7:-1 8:-1 9:1 
0 0:0.19403 1:0.0756303 2:-0.778761 3:-0.591642 4:-0.62811 5:-0.777485 6:-0.694071 7:1 8:-1 9:-1 
1 0:-0.149254 1:-0.294118 2:-0.831858 3:-0.837436 4:-0.860121 5:-0.880184 6:-0.853513 7:-1 8:1 9:-1 
0 0:0.41791 1:0.277311 2:-0.743363 3:-0.404285 4:-0.560188 5:-0.497038 6:-0.494768 7:-1 8:-1 9:1 
0 0:0.358209 1:0.277311 2:-0.716814 3:-0.375952 4:-0.576328 5:-0.569454 6:-0.335326 7:-1 8:-1 9:1 
0 0:0.358209 1:0.210084 2:-0.752212 3:-0.488578 4:-0.583726 5:-0.560237 6:-0.59442 7:-1 8:-1 9:1 
0 0:0.58209 1:0.394958 2:-0.716814 3:-0.170179 4:-0.332213 5:-0.368005 6:-0.315396 7:-1 8:-1 9:1 
0 0:0.328358 1:0.193277 2:-0.725664 3:-0.486453 4:-0.609953 5:-0.518104 6:-0.534629 7:1 8:-1 9:-1 
0 0:0.402985 1:0.260504 2:-0.707965 3:-0.433327 4:-0.60659 5:-0.519421 6:-0.444943 7:1 8:-1 9:-1 
0 0:0.268657 1:0.159664 2:-0.778761 3:-0.528599 4:-0.650303 5:-0.655036 6:-0.564524 7:1 8:-1 9:-1 
1 0:0.298507 1:0.12605 2:-0.761062 3:-0.552683 4:-0.690652 5:-0.529954 6:-0.604385 7:1 8:-1 9:-1 
1 0:0.0746269 1:0.142857 2:-0.814159 3:-0.743935 4:-0.818426 5:-0.743252 6:-0.743896 7:1 8:-1 9:-1 
1 0:0.253731 1:0.142857 2:-0.778761 3:-0.61785 4:-0.68191 5:-0.647136 6:-0.694071 7:-1 8:-1 9:1 
1 0:0.164179 1:0.0252101 2:-0.814159 3:-0.696122 4:-0.770007 5:-0.719552 6:-0.65421 7:-1 8:-1 9:1 
1 0:0.0746269 1:-0.109244 2:-0.858407 3:-0.765893 4:-0.801614 5:-0.834101 6:-0.793722 7:-1 8:1 9:-1 
1 0:0.0447761 1:-0.00840336 2:-0.814159 3:-0.723039 4:-0.826496 5:-0.835418 6:-0.674141 7:-1 8:-1 9:1 
0 0:0.402985 1:0.193277 2:-0.778761 3:-0.510182 4:-0.60121 5:-0.616853 6:-0.584454 7:1 8:-1 9:-1 
0 0:0.358209 1:0.210084 2:-0.79646 3:-0.582433 4:-0.687962 5:-0.583937 6:-0.644245 7:1 8:-1 9:-1 
0 0:0.238806 1:0.0756303 2:-0.761062 3:-0.567558 4:-0.6577 5:-0.732719 6:-0.564524 7:1 8:-1 9:-1 
0 0:0.0895522 1:-0.0420168 2:-0.814159 3:-0.716664 4:-0.825824 5:-0.749835 6:-0.674141 7:-1 8:-1 9:1 
1 0:0.447761 1:0.260504 2:-0.734513 3:-0.376306 4:-0.535306 5:-0.548387 6:-0.385152 7:1 8:-1 9:-1 
1 0:-0.0149254 1:-0.159664 2:-0.849558 3:-0.816894 4:-0.847344 5:-0.844635 6:-0.833582 7:-1 8:-1 9:1 
1 0:0.179104 1:0.0420168 2:-0.814159 3:-0.703559 4:-0.782112 5:-0.728769 6:-0.723966 7:1 8:-1 9:-1 
1 0:-0.0746269 1:-0.193277 2:-0.849558 3:-0.821852 4:-0.862811 5:-0.849901 6:-0.833582 7:-1 8:1 9:-1 
0 0:0.313433 1:0.243697 2:-0.752212 3:-0.458828 4:-0.592468 5:-0.54707 6:-0.494768 7:1 8:-1 9:-1 
1 0:-0.119403 1:-0.294118 2:-0.867257 3:-0.849832 4:-0.880296 5:-0.867018 6:-0.863478 7:-1 8:-1 9:1 
1 0:-0.149254 1:-0.243697 2:-0.858407 3:-0.877103 4:-0.892401 5:-0.868334 6:-0.863478 7:-1 8:1 9:-1 
1 0:-0.41791 1:-0.529412 2:-0.893805 3:-0.949708 4:-0.963013 5:-0.939434 6:-0.943199 7:-1 8:1 9:-1 
1 0:-0.104478 1:-0.260504 2:-0.840708 3:-0.832832 4:-0.856759 5:-0.857801 6:-0.863478 7:-1 8:1 9:-1 
1 0:-0.0746269 1:-0.210084 2:-0.849558 3:-0.823977 4:-0.850706 5:-0.840685 6:-0.843548 7:-1 8:1 9:-1 
0 0:0.865672 1:0.613445 2:-0.716814 3:0.220825 4:-0.154001 5:-0.307439 6:0.0732436 7:-1 8:-1 9:1 
0 0:0.895522 1:0.630252 2:-0.707965 3:0.386223 4:0.0295898 5:-0.314022 6:0.55157 7:-1 8:-1 9:1 
0 0:0.552239 1:0.428571 2:-0.707965 3:-0.107491 4:-0.351042 5:-0.25609 6:-0.18585 7:-1 8:-1 9:1 
1 0:0.0895522 1:-0.00840336 2:-0.778761 3:-0.715601 4:-0.765972 5:-0.835418 6:-0.745889 7:1 8:-1 9:-1 
1 0:-0.253731 1:-0.310924 2:-0.840708 3:-0.865769 4:-0.887021 5:-0.906517 6:-0.879422 7:1 8:-1 9:-1 
1 0:-0.179104 1:-0.310924 2:-0.831858 3:-0.851957 4:-0.885676 5:-0.853851 6:-0.867464 7:-1 8:1 9:-1 
1 0:-0.432836 1:-0.512605 2:-0.884956 3:-0.932353 4:-0.947545 5:-0.947334 6:-0.947185 7:-1 8:1 9:-1 
1 0:0.0447761 1:-0.0756303 2:-0.79646 3:-0.71383 4:-0.781439 5:-0.788018 6:-0.732935 7:1 8:-1 9:-1 
1 0:-0.313433 1:-0.411765 2:-0.858407 3:-0.890916 4:-0.910558 5:-0.910467 6:-0.907324 7:1 8:-1 9:-1 
1 0:-0.19403 1:-0.327731 2:-0.840708 3:-0.859394 4:-0.874916 5:-0.923634 6:-0.877429 7:-1 8:-1 9:1 
1 0:-0.0149254 1:-0.092437 2:-0.80531 3:-0.749602 4:-0.798252 5:-0.835418 6:-0.769806 7:1 8:-1 9:-1 
1 0:-0.104478 1:-0.226891 2:-0.831858 3:-0.822206 4:-0.872226 5:-0.849901 6:-0.818635 7:-1 8:-1 9:1 
0 0:0.462687 1:0.310924 2:-0.725664 3:-0.416327 4:-0.542703 5:-0.460171 6:-0.509716 7:1 8:-1 9:-1 
0 0:0.41791 1:0.327731 2:-0.743363 3:-0.476536 4:-0.604573 5:-0.623436 6:-0.471849 7:1 8:-1 9:-1 
0 0:0.716418 1:0.563025 2:-0.663717 3:-0.0490526 4:-0.303295 5:-0.195523 6:-0.113104 7:-1 8:-1 9:1 
0 0:0.447761 1:0.344538 2:-0.725664 3:-0.436869 4:-0.544048 5:-0.500987 6:-0.519681 7:-1 8:-1 9:1 
0 0:0.19403 1:0.0756303 2:-0.769912 3:-0.63485 4:-0.72226 5:-0.694536 6:-0.664175 7:-1 8:-1 9:1 
0 0:0.238806 1:0.092437 2:-0.778761 3:-0.612538 4:-0.671822 5:-0.718236 6:-0.656203 7:1 8:-1 9:-1 
0 0:0.149254 1:-0.00840336 2:-0.787611 3:-0.636621 4:-0.700067 5:-0.716919 6:-0.691081 7:-1 8:-1 9:1 
1 0:-0.38806 1:-0.495798 2:-0.858407 3:-0.911457 4:-0.931406 5:-0.898618 6:-0.919283 7:-1 8:1 9:-1 
1 0:-0.701493 1:-0.747899 2:-0.902655 3:-0.979104 4:-0.987223 5:-0.9842 6:-0.978077 7:-1 8:1 9:-1 
1 0:-0.716418 1:-0.747899 2:-0.831858 3:-0.980166 4:-0.98386 5:-0.98025 6:-0.983059 7:-1 8:1 9:-1 
0 0:0.537313 1:0.411765 2:-0.743363 3:-0.255534 4:-0.407532 5:-0.311389 6:-0.355257 7:-1 8:-1 9:1 
1 0:0.58209 1:0.495798 2:-0.672566 3:-0.209138 4:-0.370545 5:-0.320606 6:-0.335326 7:1 8:-1 9:-1 
0 0:0.671642 1:0.546218 2:-0.663717 3:-0.0299274 4:-0.320108 5:-0.198157 6:-0.106129 7:1 8:-1 9:-1 
0 0:0.58209 1:0.445378 2:-0.716814 3:-0.253055 4:-0.503699 5:-0.381172 6:-0.295466 7:1 8:-1 9:-1 
0 0:0.462687 1:0.327731 2:-0.761062 3:-0.301222 4:-0.480834 5:-0.607637 6:-0.385152 7:1 8:-1 9:-1 
0 0:0.313433 1:0.176471 2:-0.769912 3:-0.489995 4:-0.570948 5:-0.656353 6:-0.584454 7:-1 8:-1 9:1 
0 0:0.492537 1:0.361345 2:-0.663717 3:-0.297326 4:-0.474109 5:-0.362739 6:-0.325361 7:1 8:-1 9:-1 
0 0:0.701493 1:0.445378 2:-0.619469 3:0.0710112 4:-0.26698 5:-0.312706 6:0.262581 7:-1 8:-1 9:1 
0 0:0.507463 1:0.344538 2:-0.699115 3:-0.358597 4:-0.498319 5:-0.439105 6:-0.434978 7:1 8:-1 9:-1 
0 0:0.492537 1:0.361345 2:-0.707965 3:-0.205242 4:-0.599866 5:-0.531271 6:-0.126059 7:1 8:-1 9:-1 
0 0:0.58209 1:0.378151 2:-0.707965 3:-0.253409 4:-0.434432 5:-0.349572 6:-0.325361 7:-1 8:-1 9:1 
0 0:0.58209 1:0.445378 2:-0.716814 3:-0.135824 4:-0.2885 5:-0.323239 6:-0.444943 7:1 8:-1 9:-1 
0 0:0.597015 1:0.445378 2:-0.690265 3:-0.119887 4:-0.26967 5:-0.219223 6:-0.315396 7:-1 8:-1 9:1 
0 0:0.940299 1:0.697479 2:-0.628319 3:0.515141 4:-0.127102 5:0.0467413 6:1 7:1 8:-1 9:-1 
0 0:0.716418 1:0.647059 2:-0.59292 3:0.239596 4:-0.247478 5:-0.238973 6:0.621325 7:1 8:-1 9:-1 
0 0:0.940299 1:0.731092 2:-0.663717 3:0.804852 4:0.438467 5:0.270573 6:0.441953 7:-1 8:-1 9:1 
0 0:0.940299 1:0.747899 2:-0.690265 3:0.503099 4:0.0275723 5:0.187623 6:0.691081 7:1 8:-1 9:-1 
0 0:0.80597 1:0.731092 2:-0.637168 3:0.303347 4:-0.160726 5:0.0730744 6:0.292476 7:1 8:-1 9:-1 
0 0:0.880597 1:0.697479 2:-0.610619 3:0.401806 4:0.0981843 5:-0.18894 6:0.511709 7:-1 8:-1 9:1 
0 0:0.80597 1:0.546218 2:-0.690265 3:0.145033 4:-0.312038 5:0.0757077 6:0.232686 7:1 8:-1 9:-1 
