0 0:0.455 1:0.365 2:0.095 3:0.514 4:0.2245 5:0.101 6:0.15 9:1
1 0:0.35 1:0.265 2:0.09 3:0.2255 4:0.09950000000000001 5:0.0485 6:0.07000000000000001 9:1
1 0:0.53 1:0.42 2:0.135 3:0.677 4:0.2565 5:0.1415 6:0.21 7:1
0 0:0.44 1:0.365 2:0.125 3:0.516 4:0.2155 5:0.114 6:0.155 9:1
1 0:0.33 1:0.255 2:0.08 3:0.205 4:0.0895 5:0.0395 6:0.055 8:1
1 0:0.425 1:0.3 2:0.095 3:0.3515 4:0.141 5:0.0775 6:0.12 8:1
0 0:0.53 1:0.415 2:0.15 3:0.7775 4:0.237 5:0.1415 6:0.33 7:1
0 0:0.545 1:0.425 2:0.125 3:0.768 4:0.294 5:0.1495 6:0.26 7:1
1 0:0.475 1:0.37 2:0.125 3:0.5095 4:0.2165 5:0.1125 6:0.165 9:1
0 0:0.55 1:0.44 2:0.15 3:0.8945 4:0.3145 5:0.151 6:0.32 7:1
0 0:0.525 1:0.38 2:0.14 3:0.6065 4:0.194 5:0.1475 6:0.21 7:1
0 0:0.43 1:0.35 2:0.11 3:0.406 4:0.1675 5:0.081 6:0.135 9:1
0 0:0.49 1:0.38 2:0.135 3:0.5415 4:0.2175 5:0.095 6:0.19 9:1
0 0:0.535 1:0.405 2:0.145 3:0.6845 4:0.2725 5:0.171 6:0.205 7:1
0 0:0.47 1:0.355 2:0.1 3:0.4755 4:0.1675 5:0.0805 6:0.185 7:1
0 0:0.5 1:0.4 2:0.13 3:0.6645 4:0.258 5:0.133 6:0.24 9:1
1 0:0.355 1:0.28 2:0.08500000000000001 3:0.2905 4:0.095 5:0.0395 6:0.115 8:1
0 0:0.44 1:0.34 2:0.1 3:0.451 4:0.188 5:0.08699999999999999 6:0.13 7:1
1 0:0.365 1:0.295 2:0.08 3:0.2555 4:0.097 5:0.043 6:0.1 9:1
1 0:0.45 1:0.32 2:0.1 3:0.381 4:0.1705 5:0.075 6:0.115 9:1
0 0:0.355 1:0.28 2:0.095 3:0.2455 4:0.0955 5:0.062 6:0.075 9:1
0 0:0.38 1:0.275 2:0.1 3:0.2255 4:0.08 5:0.049 6:0.08500000000000001 8:1
0 0:0.5649999999999999 1:0.44 2:0.155 3:0.9395 4:0.4275 5:0.214 6:0.27 7:1
1 0:0.55 1:0.415 2:0.135 3:0.7635 4:0.318 5:0.21 6:0.2 7:1
0 0:0.615 1:0.48 2:0.165 3:1.1615 4:0.513 5:0.301 6:0.305 7:1
0 0:0.5600000000000001 1:0.44 2:0.14 3:0.9285 4:0.3825 5:0.188 6:0.3 7:1
0 0:0.58 1:0.45 2:0.185 3:0.9955000000000001 4:0.3945 5:0.272 6:0.285 7:1
0 0:0.59 1:0.445 2:0.14 3:0.931 4:0.356 5:0.234 6:0.28 9:1
0 0:0.605 1:0.475 2:0.18 3:0.9365 4:0.394 5:0.219 6:0.295 9:1
0 0:0.575 1:0.425 2:0.14 3:0.8635 4:0.393 5:0.227 6:0.2 9:1
0 0:0.58 1:0.47 2:0.165 3:0.9975000000000001 4:0.3935 5:0.242 6:0.33 9:1
0 0:0.68 1:0.5600000000000001 2:0.165 3:1.639 4:0.6055 5:0.2805 6:0.46 7:1
0 0:0.665 1:0.525 2:0.165 3:1.338 4:0.5515 5:0.3575 6:0.35 9:1
0 0:0.68 1:0.55 2:0.175 3:1.798 4:0.8149999999999999 5:0.3925 6:0.455 7:1
0 0:0.705 1:0.55 2:0.2 3:1.7095 4:0.633 5:0.4115 6:0.49 7:1
1 0:0.465 1:0.355 2:0.105 3:0.4795 4:0.227 5:0.124 6:0.125 9:1
0 0:0.54 1:0.475 2:0.155 3:1.217 4:0.5305 5:0.3075 6:0.34 7:1
1 0:0.45 1:0.355 2:0.105 3:0.5225 4:0.237 5:0.1165 6:0.145 7:1
0 0:0.575 1:0.445 2:0.135 3:0.883 4:0.381 5:0.2035 6:0.26 7:1
1 0:0.355 1:0.29 2:0.09 3:0.3275 4:0.134 5:0.08599999999999999 6:0.09 9:1
1 0:0.45 1:0.335 2:0.105 3:0.425 4:0.1865 5:0.091 6:0.115 7:1
0 0:0.55 1:0.425 2:0.135 3:0.8515 4:0.362 5:0.196 6:0.27 7:1
1 0:0.24 1:0.175 2:0.045 3:0.07000000000000001 4:0.0315 5:0.0235 6:0.02 8:1
1 0:0.205 1:0.15 2:0.055 3:0.042 4:0.0255 5:0.015 6:0.012 8:1
1 0:0.21 1:0.15 2:0.05 3:0.042 4:0.0175 5:0.0125 6:0.015 8:1
1 0:0.39 1:0.295 2:0.095 3:0.203 4:0.08749999999999999 5:0.045 6:0.075 8:1
1 0:0.47 1:0.37 2:0.12 3:0.5795 4:0.293 5:0.227 6:0.14 9:1
1 0:0.46 1:0.375 2:0.12 3:0.4605 4:0.1775 5:0.11 6:0.15 7:1
1 0:0.325 1:0.245 2:0.07000000000000001 3:0.161 4:0.0755 5:0.0255 6:0.045 8:1
1 0:0.525 1:0.425 2:0.16 3:0.8355 4:0.3545 5:0.2135 6:0.245 7:1
1 0:0.52 1:0.41 2:0.12 3:0.595 4:0.2385 5:0.111 6:0.19 8:1
1 0:0.4 1:0.32 2:0.095 3:0.303 4:0.1335 5:0.06 6:0.1 9:1
0 0:0.485 1:0.36 2:0.13 3:0.5415 4:0.2595 5:0.096 6:0.16 9:1
0 0:0.47 1:0.36 2:0.12 3:0.4775 4:0.2105 5:0.1055 6:0.15 7:1
1 0:0.405 1:0.31 2:0.1 3:0.385 4:0.173 5:0.0915 6:0.11 9:1
1 0:0.5 1:0.4 2:0.14 3:0.6615 4:0.2565 5:0.1755 6:0.22 7:1
1 0:0.445 1:0.35 2:0.12 3:0.4425 4:0.192 5:0.0955 6:0.135 9:1
1 0:0.47 1:0.385 2:0.135 3:0.5895 4:0.2765 5:0.12 6:0.17 9:1
